id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,categories
491,Red Flag,344 NE 28th Ave,Portland,OR,97232,45.525743,-122.637166,3.5,56,"Breakfast & Brunch, Sandwiches, Bars, Nightlife, American (Traditional), Restaurants"
492,Grön Café,"100 NE Farragut St, Ste 102",Portland,OR,97211,45.579253,-122.664356,5.0,6,"Cannabis Dispensaries, Shopping, Specialty Food, Food, Coffee & Tea, Chocolatiers & Shops, Restaurants, Cafes"
493,Coquine,6839 SE Belmont St,Portland,OR,97215,45.5170786,-122.5924018,4.5,338,"Restaurants, American (New)"
494,Gastro Mania,1986 NW Pettygrove St,Portland,OR,97209,45.5326541,-122.6924768,4.5,272,"Food Trucks, Sandwiches, Mediterranean, Food, Delis, Restaurants"
495,Aroy Thai Bistro,506 SW 4th Ave,Portland,OR,97204,45.5196329,-122.6757356,4.0,144,"Restaurants, Thai"
496,Verde Cocina,3746 N Mississippi Ave,Portland,OR,97227,45.5501839846,-122.6753724961,3.5,57,"Mexican, American (New), Gluten-Free, Breakfast & Brunch, Cocktail Bars, Nightlife, Bars, Restaurants, Local Flavor"
497,L’unico Alimentari,1825 N Williams Ave,Portland,OR,97227,45.5360828,-122.6669223,5.0,59,"Food, Food Trucks, Italian, Restaurants"
498,City Slickers,1112 SE Tacoma St,Portland,OR,97202,45.4640955,-122.6545646,4.5,22,"Restaurants, Cheesesteaks, Food Trucks, Food, American (New)"
499,Charlie's Deli Late Night,231 SW Ankeny St,Portland,OR,97204,45.52263,-122.6730271,3.5,11,"Sandwiches, Restaurants, Barbeque, Delis"
500,Upside Down,3318 SE Milwaukie Ave,Portland,OR,97202,45.4994695657,-122.6539286971,4.5,66,"Beer Bar, American (Traditional), Nightlife, Bars, Food, Restaurants, American (New), Breweries, Food Trucks, Mexican, Beer Gardens"
501,Roake's,1760 NE Lombard Pl,Portland,OR,97201,45.577418,-122.647208,4.0,100,"Burgers, Restaurants, Sandwiches, Hot Dogs"
502,EL Sultan,SE 52nd And Se Foster,Portland,OR,97206,45.4958362919,-122.6087465496,4.0,16,"Mediterranean, Food, Restaurants, Food Stands, Mexican"
503,Curbside Grill,7875 SE 13th Ave,Portland,OR,97202,45.4672638,-122.6530623,4.5,26,"Food Stands, Barbeque, Restaurants"
504,Rock Creek Corner,18515 NW W Union Rd,Portland,OR,97229,45.5582443,-122.8678832,4.0,253,"Mediterranean, Gluten-Free, Gastropubs, Greek, Burgers, Salad, Seafood, American (Traditional), Restaurants"
505,Star Kitchen Thai Food,3625 NE Martin Luther King Jr Blvd,Portland,OR,97212,45.5493523,-122.6618556,5.0,5,"Thai, Restaurants"
506,Red Gate Coffee & Tea House,7434 NE Fremont St,Portland,OR,97213,45.5480234,-122.5860733,4.5,47,"Bubble Tea, Coffee & Tea, Food, Restaurants, Chinese, Kombucha"
507,Stanford's,Lloyd Ctr,Portland,OR,97232,45.528736,-122.635347,2.5,5,"Restaurants, American (New)"
508,Ron's Restaurant,8869 SE 82nd Ave,Portland,OR,97086,45.45909,-122.579399,3.0,59,"Burgers, Restaurants, Breakfast & Brunch, American (Traditional)"
509,Hawthorne Lobster House,2422 SE Hawthorne Blvd,Portland,OR,97214,45.51185,-122.640996,3.0,114,"Food, Seafood, Restaurants"
510,Pi Woodfired Pizza,5205 SE Foster Rd,Portland,OR,97214,45.5164677762,-122.6391489711,3.5,5,"Restaurants, Pizza, Food Trucks, Food"
511,World Cup Coffee and Tea,"EcoTrust Building, 721 NW 9th Ave, Ste 175",Portland,OR,97209,45.5283326,-122.6803996,3.0,8,"Coffee & Tea, Food, Restaurants"
512,Stormbreaker Brewing,832 N Beech St,Portland,OR,97227,45.54943,-122.675156,4.0,369,"Nightlife, Food, Restaurants, American (New), Pubs, Breweries, American (Traditional), Bars"
513,The Good Earth Cafe,1136 SW 3rd Ave,Portland,OR,97204,45.5149980865,-122.6770676735,4.5,339,"Breakfast & Brunch, Cafes, Restaurants, Diners, American (Traditional)"
514,Stick-It,7525 N Richmond Ave,Portland,OR,97203,45.5895125,-122.7505601,5.0,6,"Food Stands, Restaurants"
515,Little Griddle,3520 NE 42nd Ave,Portland,OR,97213,45.54858,-122.62002,4.5,461,"Restaurants, Breakfast & Brunch"
516,Food Fight! Grocery,1217 SE Stark St,Portland,OR,97214,45.5194829653,-122.6532263847,4.5,243,"Vegetarian, Specialty Food, Vegan, Grocery, Sandwiches, Restaurants, Food"
517,Blue Star Donuts,"7709 SW Capitol Hwy, Ste 111C",Portland,OR,97219,45.4687194,-122.7106944,4.5,11,"Coffee & Tea, Bakeries, Breakfast & Brunch, Restaurants, Food, Donuts"
518,Biscuits Cafe,"460 SW Miller Rd, SteÊ#A",Portland,OR,97225,45.5162892,-122.753478,3.0,81,"Cafes, Restaurants, American (Traditional), Southern, Breakfast & Brunch, Diners"
519,Crave Crêperie,113 SE 28th Ave,Portland,OR,97214,45.521791,-122.6375755,5.0,12,"Food, French, Creperies, Restaurants, Desserts, Food Trucks, Food Stands"
520,River Pig Saloon,529 NW 13th Ave,Portland,OR,97209,45.5269051381,-122.6844808519,4.0,294,"Vegetarian, Irish Pub, Food, Nightlife, Salad, American (Traditional), American (New), Sandwiches, Breakfast & Brunch, Bars, Breweries, Gastropubs, Sports Bars, Pubs, Restaurants, Burgers, Beer, Wine & Spirits, Cocktail Bars"
521,Smallwares,25 N Fremont St,Portland,OR,97227,45.5484053,-122.6670277,4.5,48,"Desserts, Restaurants, American (New), Food, Asian Fusion, Beverage Store"
522,Only Way Cafe,"Broadway Toyota, 20 NE Hancock St",Portland,OR,97232,45.535958,-122.666205,4.5,5,"Restaurants, Delis"
523,Uptown Billiards Club,120 NW 23rd Ave,Portland,OR,97210,45.5241347,-122.6982256,4.0,131,"Restaurants, Wine Bars, Pizza, American (New), Beer, Wine & Spirits, Venues & Event Spaces, Event Planning & Services, Food, Lounges, Bars, Burgers, Nightlife, Pool Halls"
524,No Fish Go Fish,3962 SE Hawthorne Blvd,Portland,OR,97214,45.5120355,-122.6215706,3.5,32,"Restaurants, Food Stands, American (New), Vegetarian, Sandwiches, Breakfast & Brunch, Vegan"
525,Taqueria Las Palmas,17254 SE McLoughlin Blvd,Portland,OR,97267,45.398781,-122.617897,4.5,9,"Restaurants, Mexican"
526,Diane's Restaurant,5052 SE Foster Rd,Portland,OR,97206,45.49638,-122.61042,3.5,70,"Diners, Restaurants"
527,Papa Murphy's,2004 N Rosa Parks Way,Portland,OR,97217,45.5695991,-122.6877076,3.5,18,"Restaurants, Pizza"
528,The Pagoda,3839 NE Broadway St,Portland,OR,97232,45.5353405,-122.6232586,2.0,5,"Restaurants, Chinese"
529,Hello India,3500 SE Hawthorne Blvd,Portland,OR,97214,45.5118576,-122.6284971,4.0,325,"Restaurants, Indian"
530,El Local,,Portland,OR,97206,45.4856372,-122.5946255,4.5,9,"Mexican, Food, Restaurants, Food Trucks"
531,Sextant Bar and Galley,4035 NE Marine Dr,Portland,OR,97211,45.6006202698,-122.6223678589,3.0,138,"Pubs, Cocktail Bars, Bars, American (Traditional), Fish & Chips, Restaurants, Breakfast & Brunch, Seafood, Pool Halls, Nightlife"
532,Slavic Eats,426 SW 3rd ave,Portland,OR,97214,45.5200072,-122.6742567,5.0,5,"Russian, Restaurants, Ukrainian, Food Stands, Polish"
533,Helium Comedy Club,1510 SE 9th Ave,Portland,OR,97214,45.5120008,-122.6563542,3.0,340,"Restaurants, Comedy Clubs, American (Traditional), Arts & Entertainment, Nightlife, Performing Arts"
534,Marinepolis Sushi Land,7194 SW Hazelfern Rd,Portland,OR,97224,45.3944013,-122.7503309,2.5,169,"Japanese, Restaurants, Sushi Bars"
535,Cuu Long Vietnamese,2922 SE 82nd Ave,Portland,OR,97266,45.5010963,-122.5782325,2.5,6,"Vietnamese, Sandwiches, Restaurants"
536,The Globe,2045 SE Belmont St,Portland,OR,97214,45.5166391,-122.644569,4.0,42,"American (New), Restaurants, Bars, Dive Bars, Pizza, Nightlife, Tapas/Small Plates"
537,Satellite Dream Pizza,6116 SE Milwaukie Ave,Portland,OR,97202,45.4783033,-122.6490347,4.0,57,"Restaurants, Pizza"
538,The Fishwife,5328 N Lombard St,Portland,OR,97203,45.582603,-122.724834,4.0,283,"Restaurants, Sandwiches, Fish & Chips, Seafood"
539,East End,203 SE Grand Ave,Portland,OR,97214,45.5213905,-122.6609488,3.5,53,"Bars, Arts & Entertainment, American (Traditional), Restaurants, Nightlife, Music Venues, Food"
540,Blind Onion Pizza & Pub,415 SW Montgomery Street,Portland,OR,97201,45.5113993,-122.6807715,3.0,6,"Restaurants, Pizza"
541,Sub Shop,4331 NE Killingsworth St,Portland,OR,97218,45.5630632,-122.6183595,4.0,28,"Sandwiches, Restaurants"
542,Cha Cha Cha Taqueria,"2635 NE Broadway St, Ste 1",Portland,OR,97232,45.535295824,-122.6382461844,3.0,199,"Restaurants, Mexican"
543,Adelas,7238 SE Foster Rd,Portland,OR,97206,45.4859677,-122.5883266,4.0,6,"Food Trucks, Restaurants, Food Stands, Event Planning & Services, Food, Caterers, Mexican"
544,Taqueria Los Tres Hermanos,6719 NE Cully Blvd,Portland,OR,97218,45.5630327341,-122.5934871286,4.5,9,"Restaurants, Mexican"
545,Don Jalapeño,421 SW 3rd Ave,Portland,OR,97204,45.5200193805,-122.6744606522,5.0,37,"Restaurants, Food Trucks, Mexican, Food"
546,Pizzicato Pizza - Mt. Tabor,6042 SE Division,Portland,OR,97206,45.5051997,-122.6007858,3.5,99,"Restaurants, Food, Salad, Gluten-Free, Food Delivery Services, Pizza"
547,MVP Sports Bar & Grill,110 SW Yamill St,Portland,OR,97204,45.5170554,-122.6749519,3.0,33,"Restaurants, Sports Bars, Thai, Nightlife, Bars, American (New)"
548,Bison Coffee House,3941 NE Cully Blvd,Portland,OR,97213,45.5517885,-122.6042948,4.5,106,"Cafes, Coffee & Tea, Food, Restaurants"
549,Heirloom,13505 SE River Rd,Portland,OR,97267,45.4252117,-122.6461579,5.0,5,"Caterers, Restaurants, Party & Event Planning, Breakfast & Brunch, Event Planning & Services, American (New)"
550,OMG Oregon Made Grub,2671 NW Vaughn St,Portland,OR,97210,45.5369556,-122.7061033,4.0,25,"American (New), Restaurants, Food, Food Trucks"
551,The Ruby Dragon,N Mississippi Ave & N Skidmore St,Portland,OR,97217,45.5546176,-122.6755129,4.0,24,"Gluten-Free, Food Stands, Food, Restaurants, Vegan"
552,Portland Food Hall,827 SW 2nd Ave,Portland,OR,97204,45.5169901106,-122.6754400134,4.0,28,"Restaurants, Food Court"
553,Bannings Restaurant & Pie House,11477 SW Pacific Hwy,Portland,OR,97223,45.4422721267,-122.7465943247,4.0,499,"Restaurants, Desserts, Breakfast & Brunch, American (Traditional), Food"
554,Frozone Yogurt,"15325 NW Central Dr, Ste J3-J4",Portland,OR,97229,45.554699,-122.8349158,4.0,27,"Ice Cream & Frozen Yogurt, Food, Restaurants"
555,Oriental Food Concessions,5205 SE Foster Rd,Portland,OR,97206,45.4956226388,-122.6084618963,3.5,10,"Japanese, Thai, Restaurants, Food, Food Trucks"
556,The Bye and Bye,1011 NE Alberta St,Portland,OR,97211,45.5593178,-122.655171,4.0,851,"Bars, Restaurants, Food, Vegan, Lounges, Event Planning & Services, Nightlife"
557,Slice Brick Oven Pizza,3221 Division St,Portland,OR,97202,45.5048135,-122.6323951,4.5,20,"Restaurants, Food Stands, Pizza"
558,Craft PDX,320 SW Harvey Milk St,Portland,OR,97204,45.5202359,-122.675005,4.5,35,"Burgers, Breakfast & Brunch, Bars, Nightlife, Lounges, Restaurants, American (New)"
559,Papa Murphy's,5336 N Lombard St,Portland,OR,97203,45.5824635,-122.725025,3.5,20,"Restaurants, Pizza"
560,Pizza Jerk - Southeast,621 SE Morrison St,Portland,OR,97214,45.5174303,-122.659143,3.5,47,"Pizza, Restaurants"
561,Tasting East,909 SW Park Ave,Portland,OR,97205,45.5181505,-122.6818017,3.5,55,"Taiwanese, Sushi Bars, Chinese, Thai, Vietnamese, Restaurants"
562,Cau's Deli,5127 SW Macadam Ave,Portland,OR,97239,45.4860214746,-122.6760210469,3.5,6,"Restaurants, Delis, Vietnamese, Sandwiches"
563,Mariscos el Malecon,5800 NE Portland Hwy,Portland,OR,97218,45.5671425,-122.603158,4.0,42,"Restaurants, Mexican"
564,Bole Restaurant,915 NE Alberta St,Portland,OR,97211,45.5592705,-122.6562813,4.5,125,"Ethiopian, Restaurants"
565,Sisters Gourmet Deli,4120 N Williams Ave,Portland,OR,97217,45.5536371,-122.6664814,4.5,110,"Restaurants, Delis, Salad, Sandwiches"
566,Taiyou,4057 N Mississippi Ave,Portland,OR,97227,45.5529744,-122.6758334,2.5,14,"Japanese, Restaurants"
567,Dick's Primal Burger,4905 SE Woodstock Blvd,Portland,OR,97206,45.4793449,-122.6121217,3.5,244,"Vegetarian, Restaurants, Burgers, American (Traditional), Salad, Desserts, Food"
568,Adam King of Shawarma & Gyro,SW 3rd & Ash St,Portland,OR,97204,45.5222602934,-122.6733700186,4.5,27,"Middle Eastern, Specialty Food, Ethnic Food, Lebanese, Street Vendors, Food Delivery Services, Food, Restaurants"
569,Uno Mas,2329 NE Glisan St,Portland,OR,97232,45.5266741779,-122.6416604329,3.5,109,"American (New), Restaurants, Mexican"
570,Meiji-En Japanese Restaurant,2226 NE Broadway St,Portland,OR,97232,45.5348939,-122.6423616,3.0,36,"Restaurants, Sushi Bars, Japanese"
571,13 Virtues Brewing,6410 SE Milwaukie Ave,Portland,OR,97202,45.4762404296,-122.6488317276,3.5,107,"Pubs, Food, Brewpubs, Nightlife, Restaurants, Bars, Sandwiches, Breweries, American (Traditional)"
572,Nancy's Kitchen,2390 NW Thurman St,Portland,OR,97210,45.535381,-122.700624,4.0,70,"Event Planning & Services, Restaurants, Coffee & Tea, Cupcakes, Breakfast & Brunch, Bakeries, American (Traditional), Sandwiches, Caterers, Food, American (New), Desserts"
573,Marquam Hill Pub,3460 SW US Veterans Hospital Rd,Portland,OR,97239,45.4977251,-122.6891807466,4.0,12,"Sandwiches, American (Traditional), Restaurants, Nightlife, Salad, Pubs, Barbeque, Burgers, Bars, Cafes, Breakfast & Brunch"
574,Sweet Pea's Brulee,SE 43rd and Belmont St,Portland,OR,97215,45.5165639,-122.617783,4.5,24,"Restaurants, Desserts, Food Stands, Food"
575,Mad Sons Pub,1109 SE Madison St,Portland,OR,97214,45.513329307,-122.6544631429,4.0,63,"Sports Bars, Nightlife, American (New), Restaurants, Bars, Cocktail Bars, Pubs"
576,The Alibi Tiki Lounge,4024 N Interstate Ave,Portland,OR,97227,45.5525373,-122.6806869,3.0,450,"Restaurants, American (New), Tiki Bars, Hawaiian, Nightlife, Karaoke, Bars"
577,Savor Soup House,7337 SE Foster Rd,Portland,OR,97206,45.48613,-122.5873755,4.5,144,"Sandwiches, Restaurants, Food, Specialty Food, Soup, Food Stands"
578,Arleta Library Bakery Cafe,5513 SE 72nd Ave,Portland,OR,97206,45.4827682,-122.5894785,4.0,452,"Cafes, Breakfast & Brunch, Restaurants, Diners"
579,Melt Bistro & Bar,716 NW 21st Ave,Portland,OR,97209,45.5281064,-122.6943989,3.5,162,"Nightlife, Bars, Local Flavor, American (New), Tapas/Small Plates, Food, Pizza, Sandwiches, Restaurants"
580,Portland Curry Company,,Portland,OR,97201,45.52454,-122.67178,2.5,9,"Restaurants, Food, Breakfast & Brunch"
581,Hope's Deli,120 SW Jefferson St,Portland,OR,97201,45.5137381,-122.6762924,4.0,26,"Delis, Restaurants"
582,Brothers Sushi Burritos & Rolls,7339 NE MLK Jr Blvd,Portland,OR,97211,45.5763193,-122.6617429,4.5,9,"Asian Fusion, Food, Sushi Bars, Restaurants, Food Trucks"
583,Tubby's Deli,3330 NW Yeon Ave,Portland,OR,97210,45.5456194,-122.7077059,3.0,9,"Food, Delis, Restaurants, Food Delivery Services, Breakfast & Brunch, Caterers, Sandwiches, Event Planning & Services"
584,24th & Meatballs,2341 NE Glisan St,Portland,OR,97232,45.5266075134,-122.6416168213,4.0,288,"Sandwiches, American (New), Restaurants, Italian"
585,Pine Street Market,126 SW 2nd Ave,Portland,OR,97204,45.5215004,-122.6724068,4.5,390,"Ramen, Coffee & Tea, Bars, Pubs, Nightlife, Specialty Food, Japanese, Restaurants, Food Court, American (Traditional), Food, Juice Bars & Smoothies"
586,St. Honoré Boulangerie,2335 NW Thurman St,Portland,OR,97210,45.535636,-122.6996681,4.0,532,"Coffee & Tea, Sandwiches, Bakeries, Restaurants, Food"
587,Cup & Saucer Cafe,3746 N Mississippi Ave,Portland,OR,97227,45.5499425,-122.6755284,2.5,39,"Breakfast & Brunch, American (Traditional), Vegetarian, Restaurants"
588,Got Pho?,3634 NE Sandy Blvd,Portland,OR,97232,45.5332833,-122.6258607,3.5,72,"Vietnamese, Korean, Restaurants"
589,YOLO Lounge,412 SW 4th Ave,Portland,OR,97204,45.5202433,-122.6755087,3.5,25,"Asian Fusion, Sushi Bars, Restaurants"
590,Modern Times Belmont Fermentorium,600 SE Belmont St,Portland,OR,97214,45.5162716,-122.65942509999999,4.0,197,"Brewpubs, Food, Breweries, Vegan, Restaurants"
591,Mia Mozzarella,7000 NE Airport Way,Portland,OR,97218,45.5892013,-122.5934769,1.0,5,"Restaurants, Italian"
592,Zach's Shack,4611 SE Hawthorne Blvd,Portland,OR,97215,45.5122024,-122.6148258,3.5,240,"Nightlife, Cocktail Bars, Bars, Food, Restaurants, Fast Food, Hot Dogs"
593,Vaux,425 NW 9th Ave,Portland,OR,97209,45.5262844,-122.6804957,3.5,19,"Restaurants, Cocktail Bars, Wine Bars, Bars, American (New), Nightlife"
594,Taco Sandwiches,2623 SE Belmont St,Portland,OR,97214,45.5165390485,-122.6387906447,4.5,13,"Sandwiches, Mexican, Restaurants, Vegan"
595,Reed College Commons,3203 SE Woodstock Blvd,Portland,OR,97202,45.481085,-122.630805,3.5,6,"Cafeteria, Restaurants"
596,Belly Timber,3257 SE Hawthorne Blvd,Portland,OR,97214,45.512256,-122.631487,4.0,97,"French, Bars, Lounges, Italian, Nightlife, Restaurants"
597,Joy Teriyaki,1407 NE 181st Ave,Portland,OR,97230,45.5333666326,-122.4789022934,3.5,104,"Restaurants, Japanese"
598,Ton Kao Thai,113 SE 28th Ave,Portland,OR,97214,45.5217326214,-122.6376842335,4.0,22,"Thai, Food Trucks, Food, Restaurants"
599,Tamale Boy,1764 NE Dekum St,Portland,OR,97211,45.5716764,-122.6470327,4.5,424,"Gluten-Free, Mexican, Caterers, Event Planning & Services, Breakfast & Brunch, Restaurants, Food Trucks, Food"
600,Big's Chicken,4606 NE Glisan St,Portland,OR,97213,45.5261224,-122.615462,4.0,90,"American (Traditional), Chicken Wings, Restaurants"
601,Tortilla Flats on Glisan,7901 N E Glisan St,Portland,OR,97213,45.5265653991,-122.5822711363,2.0,9,"Mexican, Restaurants"
602,Backyard Social,1914 N Killingsworth St,Portland,OR,97217,45.56255,-122.686808,4.0,96,"Bars, Cocktail Bars, American (New), Breakfast & Brunch, Nightlife, Salad, Event Planning & Services, Restaurants, Venues & Event Spaces"
603,Dairy Queen,5605 SE Division St,Portland,OR,97206,45.5054998553,-122.6056665,3.0,45,"Ice Cream & Frozen Yogurt, Fast Food, Restaurants, Burgers, Food"
604,Harlow,3632 SE Hawthorne Blvd,Portland,OR,97214,45.5118630597,-122.626018195,4.0,870,"Gluten-Free, Restaurants, Food, Vegetarian, Beer, Wine & Spirits, Juice Bars & Smoothies, Vegan"
605,Domino's,3622 NE Sandy Blvd,Portland,OR,97232,45.533101,-122.62637,2.5,29,"Pizza, Chicken Wings, Italian, Sandwiches, Restaurants"
606,Baja Fresh,1121 W Burnside St,Portland,OR,97209,45.5231186,-122.6825395,4.0,12,"Restaurants, Mexican"
607,Veggie Grill,508 SW Taylor St,Portland,OR,97204,45.5174162,-122.67857518,4.0,448,"Restaurants, American (New), Vegan, Vegetarian, American (Traditional), Sandwiches, Food, Burgers"
608,The Firkin Tavern,1937 SE 11th Ave,Portland,OR,97214,45.5088155,-122.6549346,4.0,56,"Dive Bars, Bars, Nightlife, Pizza, Pubs, Restaurants"
609,Pájaro,1816 S River Dr,Portland,OR,97201,45.5088197,-122.6732839,5.0,9,"Food, Cafes, Restaurants, Coffee & Tea, Vegan, Bakeries"
610,Best Deli,437 Sw 6th Ave,Portland,OR,97204,45.5207122,-122.6779574,2.5,7,"Delis, Restaurants, Sandwiches"
611,Mai Pho,SW 9th Ave & SW Alder St,Portland,OR,97205,45.471866,-122.773479,4.5,48,"Restaurants, Vietnamese, Food Stands, Food, Food Trucks"
612,Smaaken Waffle Sandwiches,1080 SE Madison St,Portland,OR,97204,45.5127908,-122.6548734,3.5,158,"Waffles, Breakfast & Brunch, Food Trucks, Food, Desserts, Restaurants"
613,Asian Noodle,SW Park And Hall,Portland,OR,97201,45.512022477,-122.6859837788,4.0,11,"Noodles, Chinese, Restaurants, Food Stands"
614,Cafe Today,825 NE Multnomah St,Portland,OR,97232,45.531944,-122.657205,2.5,7,"Cafes, Restaurants"
615,Marigold Coffee,2815 SE Holgate Blvd,Portland,OR,97202,45.4905522,-122.637198,4.0,50,"Food, Coffee & Tea, Cafes, Restaurants"
616,Pepper Box,2737 NE Martin Luther King Blvd,Portland,OR,97212,45.5424433,-122.6619251,4.5,41,"Restaurants, Mexican, Sandwiches, Food Stands, Food, Breakfast & Brunch"
617,Nectar Frozen Yogurt Lounge,7847 SW Capitol Hwy,Portland,OR,97219,45.4679618,-122.713797,4.5,87,"Desserts, Gluten-Free, Food, Ice Cream & Frozen Yogurt, Restaurants"
618,Taco Machine,1540 NE Killingsworth St,Portland,OR,97211,45.5625468,-122.6489909,4.5,24,"Food, Mexican, Food Trucks, Restaurants, Tacos, Food Stands"
619,Cleary's Sports Bar,234 SE 181st,Portland,OR,97233,45.5206137463,-122.4770614877,4.0,25,"Breakfast & Brunch, Bars, Restaurants, Nightlife"
620,Suzette Creperie,3342 SE Belmont St,Portland,OR,97214,45.5163133,-122.6300088,4.5,151,"Beer Bar, Bars, Bakeries, Cocktail Bars, Nightlife, Breakfast & Brunch, Restaurants, Creperies, Food"
621,The Lounge At Gilda's,1601 SW Morrison St,Portland,OR,97205,45.5218277,-122.6882665,4.0,18,"Nightlife, Restaurants, Italian, Bars, Beer, Wine & Spirits, Food, Cocktail Bars"
622,The Daily Planet,11312 SE Powell Blvd,Portland,OR,97266,45.4964074,-122.5466362,3.5,47,"American (New), Bars, American (Traditional), Nightlife, Restaurants"
623,Burger Stevens,6238 SW Capitol Hwy,Portland,OR,97239,45.4786725,-122.6930325,4.0,109,"Fast Food, Food, Food Stands, Restaurants, Burgers, Ice Cream & Frozen Yogurt, Food Trucks"
624,The Fields Bar & Grill,1139 NW 11th Ave,Portland,OR,97209,45.5313048,-122.6826159,4.0,325,"Sports Bars, Bars, Nightlife, Breakfast & Brunch, Restaurants, American (Traditional)"
625,Refuel Coffee,049 SW Porter St,Portland,OR,97201,45.501885,-122.676541,5.0,6,"Food, Restaurants, Coffee & Tea, Gluten-Free"
626,Under Wonder Lounge,128 NE Russell St,Portland,OR,97212,45.5408474,-122.6634854,3.5,14,"Restaurants, Nightlife, Arts & Entertainment, American (New), Bars, Lounges, Music Venues"
627,BIN 21,5011 NE 21st Ave,Portland,OR,97211,45.5592518,-122.643876,4.5,31,"Nightlife, Cafes, Cocktail Bars, Bars, Wine Bars, Restaurants"
628,Phat Blue Buddha,448-498 SW 3rd Ave,Portland,OR,97204,45.519651,-122.674669,4.5,13,"Food Trucks, Italian, Laotian, Vietnamese, Restaurants, Food"
629,Cha Cha Cha Taqueria,3135 SW Moody Ave,Portland,OR,97239,45.5002883805,-122.6719353443,3.0,109,"Vegetarian, Restaurants, Mexican"
630,Old Salt Market Place,5027 NE 42nd Ave,Portland,OR,97218,45.5593155055,-122.6206995927,4.0,273,"American (New), Sandwiches, Bars, Food, Breakfast & Brunch, Butcher, Restaurants, Nightlife, Salad"
631,Mucca Osteria,1022 SW Morrison St,Portland,OR,97205,45.520067,-122.6827446,4.5,436,"Italian, Restaurants"
632,Anything Else? Thai Fusion Food,8145 SE 82nd Ave,Portland,OR,97222,45.4645252206,-122.5794410706,4.5,79,"Restaurants, Food Trucks, Asian Fusion, Street Vendors, Thai, Food"
633,Starbucks,4735 SW 77th Ave,Portland,OR,97225,45.485856,-122.757111,3.5,26,"Food, Coffee & Tea, Restaurants"
634,Everett Street Bistro,1140 NW Everett St,Portland,OR,97209,45.5250078,-122.6830811,3.5,113,"Food, French, Coffee & Tea, Restaurants"
635,Church,2600 NE Sandy Blvd,Portland,OR,97232,45.5282227,-122.6390847,4.0,273,"Bars, Cocktail Bars, American (New), American (Traditional), Nightlife, Restaurants, Dive Bars, Gastropubs"
636,Subway,2125 W Burnside,Portland,OR,97210,45.5234048188,-122.6949351779,2.5,25,"Restaurants, Sandwiches, Fast Food"
637,Mashita Teriyaki 5,3010 NW Nicolai St,Portland,OR,97210,45.5382202,-122.7126793,4.5,39,"Chinese, Restaurants, Japanese"
638,Petite Provence,7000 NE Airport Way,Portland,OR,97218,45.5892368867,-122.5938891247,3.0,45,"Cafes, Restaurants, Coffee & Tea, Food"
639,Pokéto,2525 NE Alberta St,Portland,OR,97211,45.5591938,-122.639348,4.5,22,"Food, Poke, Restaurants, Sushi Bars"
640,Norm's Garden,7710 SW Barbur Blvd,Portland,OR,97219,45.468561,-122.6920443,3.5,46,"Chinese, Restaurants"
641,Pho PDX,827 SW 2nd Ave,Portland,OR,97204,45.5169771,-122.6753743,4.0,49,"Restaurants, Ethnic Food, Food, Specialty Food, Vietnamese"
642,Oregon Deli,3560 N Mississippi Ave,Portland,OR,97227,45.5487528,-122.6752419,4.5,99,"Caterers, Sandwiches, Restaurants, Salad, Breakfast & Brunch, Event Planning & Services, Food, Desserts, Delis"
643,Rotola's Pizzeria,"18365 NW West Union Rd, Ste B",Portland,OR,97229,45.5583492,-122.8658025,4.0,13,"Restaurants, Pizza, Sandwiches, Italian"
644,Satellite Cafe,1524 SE 20th Ave,Portland,OR,97214,45.5119622,-122.6451068,4.5,14,"Coffee & Tea, Beer, Wine & Spirits, Restaurants, Sandwiches, Food"
645,Triumph Coffee,201 SE 12th Ave,Portland,OR,97214,45.5213673,-122.6537575,4.0,97,"Coffee & Tea, Vegan, Desserts, Sandwiches, Restaurants, Food, Breakfast & Brunch, Bagels"
646,VanSchnitzels,"A La Carts Food Pavillion, SE 50th Ave & SE Division St",Portland,OR,97206,45.5057,-122.611095,3.5,9,"Restaurants, Food Stands, German, Sandwiches"
647,Old Chicago Pizza & Taproom,10300 SE Washington St,Portland,OR,97216,45.518146,-122.557231,3.0,150,"Sports Bars, Nightlife, Pizza, Bars, American (Traditional), Restaurants"
648,Ace's Famous Fish and Chips,2321 Llloyd Center Mall,Portland,OR,97232,45.5206913372,-122.67178,3.0,10,"Fast Food, Restaurants, Fish & Chips"
649,McCormick Pier Cafe,"600 NW Naito Pkwy, Ste C",Portland,OR,97209,45.5282091,-122.6728118,3.5,29,"Grocery, Cocktail Bars, Food, Delis, Restaurants, Nightlife, Pizza, Bars"
650,Tap & Table on 23rd,1620 NW 23rd Ave,Portland,OR,97210,45.5343531,-122.6985802,4.5,55,"Nightlife, Bars, Sports Bars, Beer Bar, Restaurants, Breakfast & Brunch, American (New), American (Traditional), Burgers, Gastropubs"
651,Baghdad Iraqi Grill,950 SW Washington St,Portland,OR,97205,45.5211288,-122.6812121,5.0,27,"Restaurants, Middle Eastern, Food, Food Trucks, Mediterranean, Wraps, Fast Food"
652,Momo House,5221 NE Sandy Blvd,Portland,OR,97213,45.5396214004,-122.6111072978,4.5,54,"Himalayan/Nepalese, Restaurants, Food, Food Trucks, Indian"
